,images,labels
23424,b'oilcan_s_000473.png',3
23426,b'sweet_pepper_s_000168.png',4
23429,b'halibut_s_000446.png',1
23430,b'telephone_s_001705.png',5
23431,b'sunflower_s_002030.png',2
23435,b'soda_can_s_000262.png',3
23443,b'clock_s_001838.png',5
23454,b'alarm_clock_s_001152.png',5
23457,b'guitarfish_s_000823.png',1
23459,b'goldfish_s_000157.png',1
23462,b'citrus_aurantium_s_000479.png',4
23469,b'beaker_s_002263.png',3
23478,b'orchis_s_000175.png',2
23479,b'mountain_rose_s_000484.png',2
23481,b'goblet_s_000340.png',3
23482,b'tv_s_000652.png',5
23483,b'sunflower_s_002093.png',2
23487,b'beer_can_s_000735.png',3
23489,b'rainbow_trout_s_000814.png',1
23491,b'bell_pepper_s_001560.png',4
23492,b'computer_keyboard_s_000197.png',5
23495,b'beer_bottle_s_001783.png',3
23496,b'telephone_set_s_000103.png',5
23498,b'bowl_s_002742.png',3
23512,b'bowl_s_001067.png',3
23513,b'jaffa_orange_s_000026.png',4
23514,b'cichlid_s_002110.png',1
23517,b'guitarfish_s_000912.png',1
23518,b'cichlid_fish_s_001139.png',1
23525,b'bartlett_pear_s_000601.png',4
23534,b'morel_s_000263.png',4
23539,b'rosebush_s_000396.png',2
23546,b'color_television_s_000018.png',5
23548,b'bell_pepper_s_001512.png',4
23552,b'cichlid_fish_s_000402.png',1
23553,b'tulip_s_000334.png',2
23557,b'rainbow_trout_s_001915.png',1
23572,b'stingray_s_001667.png',1
23582,b'golden_delicious_s_000477.png',4
23585,b'plaice_s_001710.png',1
23586,b'desk_phone_s_000148.png',5
23595,b'trout_s_000975.png',1
23596,b'mushroom_s_000234.png',4
23597,b'surveillance_system_s_000070.png',5
23598,b'desk_phone_s_000112.png',5
23600,b'telephone_set_s_000107.png',5
23605,b'mako_s_001318.png',1
23608,b'stingray_s_002209.png',1
23610,b'computer_keyboard_s_000554.png',5
23627,b'bell_pepper_s_000303.png',4
23631,b'bitter_orange_s_000070.png',4
23633,b'roughtail_stingray_s_000027.png',1
23634,b'sunflower_s_000676.png',2
23651,b'bowl_s_000260.png',3
23653,b'tv_s_001986.png',5
23656,b'electric_lamp_s_000081.png',5
23660,b'plaice_s_000813.png',1
23661,b'flounder_s_001739.png',1
23664,b'clock_s_000029.png',5
23668,b'clavier_s_000114.png',5
23675,b'bowl_s_001392.png',3
23681,b'sunflower_s_002138.png',2
23692,b'soda_can_s_000004.png',3
23693,b'porbeagle_s_000572.png',1
23701,b'poppy_s_000842.png',2
23710,b'tv_s_000189.png',5
23712,b'bosc_s_000971.png',4
23716,b'bell_pepper_s_000524.png',4
23719,b'sunflower_s_002483.png',2
23720,b'verpa_s_000199.png',4
23727,b'cup_s_001700.png',3
23728,b'guitarfish_s_000248.png',1
23738,b'winter_flounder_s_000505.png',1
23739,b'pear_s_000182.png',4
23745,b'clock_s_000711.png',5
23747,b'discharge_lamp_s_000463.png',5
23751,b'pear_s_001149.png',4
23753,b'sweet_pepper_s_001479.png',4
23754,b'sour_orange_s_000796.png',4
23757,b'lamp_s_000131.png',5
23758,b'goblet_s_001532.png',3
23760,b'trout_s_001231.png',1
23761,b'plate_s_000535.png',3
23769,b'beer_bottle_s_001799.png',3
23776,b'clock_s_001663.png',5
23777,b'television_s_001095.png',5
23780,b'macoun_s_000822.png',4
23781,b'soda_can_s_000470.png',3
23787,b'turbot_s_001219.png',1
23807,b'shark_s_000988.png',1
23808,b'phone_s_000329.png',5
23809,b'sunflower_s_001035.png',2
23812,b'electric_lamp_s_000151.png',5
23815,b'orchid_s_000639.png',2
23816,b'orchid_s_001796.png',2
23817,b'trout_s_000511.png',1
23823,b'saucer_s_001300.png',3
23826,b'orchid_s_000127.png',2
23828,b'keyboard_s_000093.png',5
23829,b'telephone_s_000101.png',5
23831,b'tulip_s_002200.png',2
23835,b'butterfly_orchid_s_000703.png',2
23836,b'electric_ray_s_000437.png',1
23841,b'television_s_000286.png',5
23843,b'mushroom_s_002397.png',4
23844,b'fishbowl_s_001208.png',3
23846,b'plaice_s_001196.png',1
23848,b'navel_orange_s_000605.png',4
23854,b'navel_orange_s_000140.png',4
23856,b'yellow_delicious_s_000084.png',4
23857,b'soda_can_s_000574.png',3
23865,b'tulip_s_002313.png',2
23867,b'beer_can_s_002383.png',3
23868,b'tulip_s_000904.png',2
23874,b'electric_lamp_s_000230.png',5
23883,b'electric_ray_s_000862.png',1
23886,b'red_delicious_s_000285.png',4
23887,b'chalice_s_001896.png',3
23899,b'tin_can_s_002079.png',3
23900,b'telephone_set_s_000167.png',5
23901,b'poppy_s_001631.png',2
23903,b'beaker_s_000492.png',3
23910,b'morel_s_000576.png',4
23911,b'trout_s_000091.png',1
23915,b'bosc_s_000307.png',4
23922,b'fishbowl_s_001507.png',3
23926,b'electric_lamp_s_000146.png',5
23927,b'goblet_s_001677.png',3
23928,b'flounder_s_000550.png',1
23939,b'orchid_s_001973.png',2
23943,b'computer_keyboard_s_000849.png',5
23953,b'beer_can_s_000531.png',3
23955,b'sunflower_s_001191.png',2
23957,b'halibut_s_000733.png',1
23964,b'mushroom_s_002086.png',4
23965,b'soda_can_s_001149.png',3
23968,b'shark_s_001107.png',1
23972,b'tulip_s_000773.png',2
23979,b'dessert_plate_s_000062.png',3
23984,b'cichlid_fish_s_000267.png',1
23985,b'eagle_ray_s_000015.png',1
23987,b'poppy_s_001506.png',2
24003,b'sunflower_s_002186.png',2
24004,b'telephone_set_s_001449.png',5
24008,b'mushroom_s_000972.png',4
24010,b'flatfish_s_000163.png',1
24012,b'pear_s_000387.png',4
24017,b'tulip_s_000664.png',2
24023,b'trout_s_000087.png',1
24024,b'sunflower_s_000660.png',2
24029,b'tulip_s_002081.png',2
24030,b'mushroom_s_000865.png',4
24031,b'sunflower_s_000578.png',2
24042,b'alarm_clock_s_000725.png',5
24043,b'dessert_plate_s_000361.png',3
24048,b'goblet_s_001003.png',3
24053,b'pearmain_s_000341.png',4
24061,b'bell_pepper_s_000114.png',4
24062,b'poppy_s_001892.png',2
24064,b'alarm_clock_s_000838.png',5
24065,b'plaice_s_001192.png',1
24067,b'clavier_s_000026.png',5
24073,b'porbeagle_s_000125.png',1
24076,b'tulip_s_001387.png',2
24081,b'lamp_s_001625.png',5
24082,b'poppy_s_000545.png',2
24085,b'lamp_s_000404.png',5
24092,b'electric_ray_s_000478.png',1
24114,b'desk_phone_s_000728.png',5
24116,b'porbeagle_s_000319.png',1
24118,b'tulipa_armena_s_000012.png',2
24119,b'beer_bottle_s_001557.png',3
24123,b'dessert_plate_s_000468.png',3
24125,b'bartlett_pear_s_000086.png',4
24132,b'coffee_can_s_001969.png',3
24134,b'red_delicious_s_002297.png',4
24139,b'plate_iron_s_001329.png',3
24145,b'bell_pepper_s_001081.png',4
24147,b'alarm_clock_s_001016.png',5
24148,b'guitarfish_s_000634.png',1
24151,b'beer_can_s_000590.png',3
24155,b'rose_s_001787.png',2
24156,b'saucer_s_000871.png',3
24160,b'sweet_pepper_s_001710.png',4
24162,b'plaice_s_000940.png',1
24165,b'clock_s_000117.png',5
24174,b'goblet_s_000437.png',3
24175,b'sweet_pepper_s_000467.png',4
24176,b'clock_s_000650.png',5
24178,b'sunflower_s_000052.png',2
24180,b'pear_s_000955.png',4
24184,b'bartlett_pear_s_000456.png',4
24185,b'soda_bottle_s_000300.png',3
24191,b'cichlid_s_001588.png',1
24192,b'television_s_000704.png',5
24197,b'turbot_s_000474.png',1
24198,b'rainbow_trout_s_000543.png',1
24199,b'oilcan_s_000660.png',3
24201,b'plate_s_003047.png',3
24204,b'alarm_clock_s_000953.png',5
24205,b'clavier_s_000577.png',5
24206,b'navel_orange_s_000157.png',4
24212,b'goblet_s_001027.png',3
24218,b'halibut_s_000165.png',1
24221,b'cup_s_002216.png',3
24225,b'butterfly_orchid_s_000084.png',2
24226,b'orchid_s_001379.png',2
24235,b'plaice_s_000563.png',1
24241,b'stingray_s_000379.png',1
24242,b'poppy_s_000007.png',2
24243,b'soda_bottle_s_000505.png',3
24254,b'bartlett_pear_s_000015.png',4
24256,b'poppy_s_000915.png',2
24259,b'goblet_s_000520.png',3
24262,b'alarm_clock_s_000995.png',5
24265,b'discharge_lamp_s_000280.png',5
24269,b'dwarf_tulip_s_000025.png',2
24270,b'orchid_s_000221.png',2
24278,b'halibut_s_000289.png',1
24282,b'bowl_s_000068.png',3
24287,b'bartlett_s_000090.png',4
24290,b'beer_bottle_s_001579.png',3
24291,b'bell_pepper_s_000988.png',4
24296,b'bowl_s_002272.png',3
24297,b'trout_s_002374.png',1
24301,b'bell_pepper_s_000504.png',4
24302,b'bowl_s_000282.png',3
24305,b'poppy_s_001376.png',2
24306,b'cichlid_s_002249.png',1
24311,b'clock_s_000475.png',5
24317,b'mushroom_s_000338.png',4
24318,b'poppy_s_001363.png',2
24327,b'sea_trout_s_000131.png',1
24336,b'electric_ray_s_001188.png',1
24342,b'poppy_s_001082.png',2
24352,b'alarm_clock_s_000447.png',5
24356,b'butterfly_ray_s_000441.png',1
24359,b'lemon_sole_s_000288.png',1
24363,b'lamp_s_002284.png',5
24367,b'desk_phone_s_000308.png',5
24369,b'computer_keyboard_s_000894.png',5
24370,b'pear_s_000354.png',4
24371,b'shark_s_001888.png',1
24377,b'bell_pepper_s_000256.png',4
24378,b'discharge_lamp_s_000569.png',5
24381,b'sweet_orange_s_000192.png',4
24382,b'golden_delicious_s_001297.png',4
24385,b'mushroom_s_000794.png',4
24387,b'sunflower_s_002404.png',2
24389,b'rose_s_000117.png',2
24391,b'shark_s_001904.png',1
24393,b'sunflower_s_001112.png',2
24394,b'porbeagle_s_000254.png',1
24395,b'mountain_rose_s_000766.png',2
24396,b'fishplate_s_000723.png',3
24398,b'plaice_s_001687.png',1
24405,b'bell_pepper_s_000223.png',4
24410,b'cichlid_s_001458.png',1
24415,b'alarm_clock_s_000454.png',5
24416,b'sunflower_s_000025.png',2
24419,b'soda_bottle_s_000678.png',3
24420,b'plaice_s_001550.png',1
24425,b'discharge_lamp_s_001196.png',5
24427,b'keyboard_s_000124.png',5
24434,b'goblet_s_001175.png',3
24442,b'clavier_s_000863.png',5
24448,b'clock_s_000749.png',5
24449,b'electric_lamp_s_000467.png',5
24453,b'saucer_s_001175.png',3
24454,b'plaice_s_000137.png',1
24458,b'cortland_s_001013.png',4
24464,b'beer_bottle_s_000988.png',3
24476,b'tulip_s_001919.png',2
24487,b'butterfly_orchid_s_001200.png',2
24491,b'mushroom_s_001553.png',4
24492,b'saucer_s_001056.png',3
24494,b'tulip_s_002298.png',2
24498,b'stingray_s_001791.png',1
24500,b'poppy_s_002707.png',2
24504,b'beer_bottle_s_001729.png',3
24510,b'halibut_s_000735.png',1
24512,b'cichlid_fish_s_000318.png',1
24513,b'surveillance_system_s_000014.png',5
24520,b'shark_s_001254.png',1
24526,b'beer_can_s_001248.png',3
24530,b'fish_bowl_s_000003.png',3
24538,b'telephone_s_000028.png',5
24563,b'bowl_s_002467.png',3
24564,b'tv_s_000785.png',5
24575,b'cichlid_s_002213.png',1
24584,b'poppy_s_000664.png',2
24589,b'turbot_s_001942.png',1
24590,b'clock_s_000111.png',5
24595,b'plaice_s_001443.png',1
24596,b'bell_pepper_s_001420.png',4
24603,b'orchid_s_000969.png',2
24614,b'bowl_s_000735.png',3
24617,b'television_s_000202.png',5
24623,b'bosc_s_001028.png',4
24633,b'sunflower_s_001623.png',2
24636,b'pear_s_001612.png',4
24637,b'dessert_plate_s_000282.png',3
24639,b'bowl_s_001184.png',3
24641,b'computer_keyboard_s_001946.png',5
24645,b'lamp_s_000935.png',5
24662,b'shark_s_000223.png',1
24665,b'mackerel_shark_s_000024.png',1
24667,b'bell_pepper_s_001057.png',4
24673,b'electric_lamp_s_000102.png',5
24675,b'flounder_s_000708.png',1
24680,b'goblet_s_000776.png',3
24685,b'poppy_s_001414.png',2
24693,b'navel_orange_s_000855.png',4
24708,b'discharge_lamp_s_000873.png',5
24711,b'television_system_s_000647.png',5
24712,b'mushroom_s_002252.png',4
24713,b'sweet_pepper_s_002186.png',4
24714,b'sunflower_s_001401.png',2
24715,b'sunflower_s_001093.png',2
24716,b'valencia_orange_s_001225.png',4
24717,b'northern_spy_s_000235.png',4
24720,b'electric_ray_s_000307.png',1
24721,b'coffee_can_s_000005.png',3
24725,b'soda_can_s_000477.png',3
24730,b'butterfly_orchid_s_001127.png',2
24734,b'shark_s_000432.png',1
24735,b'surveillance_system_s_000682.png',5
24736,b'trout_s_000604.png',1
24737,b'poppy_s_001830.png',2
24738,b'mako_shark_s_000043.png',1
24742,b'tulipa_clusiana_s_000363.png',2
24744,b'soda_can_s_000091.png',3
24750,b'clock_s_000843.png',5
24752,b'electric_lamp_s_000608.png',5
24754,b'shark_s_000024.png',1
24760,b'phone_s_002785.png',5
24761,b'milk_can_s_001398.png',3
24764,b'television_s_000031.png',5
24768,b'computer_keyboard_s_000766.png',5
24774,b'television_s_001747.png',5
24777,b'mushroom_s_000316.png',4
24788,b'tulip_s_001840.png',2
24789,b'saucer_s_001065.png',3
24793,b'bowl_s_000286.png',3
24796,b'tulip_s_000044.png',2
24802,b'rose_s_001982.png',2
24803,b'lamp_s_001431.png',5
24806,b'orchid_s_000023.png',2
24810,b'television_system_s_001308.png',5
24819,b'surveillance_system_s_001087.png',5
24820,b'beer_can_s_002397.png',3
24831,b'telephone_set_s_000355.png',5
24837,b'gray_sole_s_000027.png',1
24845,b'pear_s_000863.png',4
24849,b'cable_television_s_000003.png',5
24851,b'lady_tulip_s_000136.png',2
24852,b'sunflower_s_000513.png',2
24855,b'electric_ray_s_000387.png',1
24858,b'cichlid_fish_s_001545.png',1
24874,b'dwarf_tulip_s_000013.png',2
24875,b'telephone_s_001151.png',5
24876,b'chalice_s_002116.png',3
24880,b'mako_s_002251.png',1
24885,b'poppy_s_000627.png',2
24889,b'northern_spy_s_000030.png',4
24891,b'citrus_aurantium_s_000564.png',4
24893,b'discharge_lamp_s_001244.png',5
24894,b'tulip_s_000277.png',2
24901,b'sunflower_s_002386.png',2
24905,b'trout_s_002032.png',1
24906,b'telephone_set_s_001148.png',5
24916,b'goldfish_s_001246.png',1
24919,b'sunflower_s_000030.png',2
24920,b'bowl_s_000843.png',3
24921,b'sunflower_s_001107.png',2
24922,b'goldfish_s_002504.png',1
24927,b'plaice_s_000687.png',1
24931,b'cable_television_s_000227.png',5
24935,b'telephone_set_s_001551.png',5
24938,b'flounder_s_002086.png',1
24940,b'goblet_s_001409.png',3
24942,b'rainbow_trout_s_001401.png',1
24943,b'chalice_s_001495.png',3
24945,b'dessert_plate_s_000158.png',3
24947,b'plaice_s_000275.png',1
24948,b'carassius_auratus_s_000388.png',1
24958,b'television_s_001649.png',5
24962,b'bartlett_pear_s_000198.png',4
24964,b'lemon_sole_s_000053.png',1
24969,b'pear_s_001617.png',4
24970,b'alarm_clock_s_000448.png',5
24971,b'bowl_s_001393.png',3
24977,b'saucer_s_001812.png',3
24980,b'red_delicious_s_000010.png',4
24986,b'goblet_s_000394.png',3
24989,b'pop_bottle_s_001292.png',3
24991,b'poppy_s_002228.png',2
24994,b'rosebush_s_001581.png',2
25001,b'halibut_s_000661.png',1
25005,b'mushroom_s_000655.png',4
25006,b'tulip_s_000765.png',2
25011,b'stingray_s_000062.png',1
25016,b'orchid_s_000941.png',2
25017,b'dessert_plate_s_000270.png',3
25026,b'fishplate_s_000767.png',3
25030,b'poppy_s_001484.png',2
25036,b'lamp_s_000826.png',5
25039,b'shark_s_000975.png',1
25051,b'electric_lamp_s_000185.png',5
25053,b'golden_delicious_s_001476.png',4
25056,b'morchella_esculenta_s_001230.png',4
25060,b'mushroom_s_001898.png',4
25067,b'yellowtail_flounder_s_000111.png',1
25072,b'orchid_s_001813.png',2
25084,b'mcintosh_s_000386.png',4
25091,b'shark_s_000944.png',1
25102,b'tulip_s_000019.png',2
25103,b'mushroom_s_000698.png',4
25111,b'bowl_s_002046.png',3
25115,b'telephone_set_s_001183.png',5
25118,b'beer_can_s_001062.png',3
25121,b'tulip_s_001239.png',2
25122,b'electric_lamp_s_000305.png',5
25125,b'goblet_s_000811.png',3
25126,b'keyboard_s_000082.png',5
25132,b'bell_pepper_s_001487.png',4
25135,b'oilcan_s_000571.png',3
25137,b'oilcan_s_001281.png',3
25138,b'guitarfish_s_000706.png',1
25139,b'sunflower_s_000836.png',2
25145,b'stingray_s_000400.png',1
25150,b'mako_shark_s_001613.png',1
25154,b'fishplate_s_000138.png',3
25160,b'winter_flounder_s_000048.png',1
25161,b'television_s_000153.png',5
25163,b'rainbow_trout_s_001954.png',1
25167,b'orange_s_002799.png',4
25171,b'tulipa_clusiana_s_000018.png',2
25177,b'computer_keyboard_s_001945.png',5
25178,b'clock_s_000194.png',5
25184,b'pop_bottle_s_000083.png',3
25186,b'alarm_clock_s_000980.png',5
25187,b'dessert_plate_s_000264.png',3
25192,b'wine_bottle_s_000015.png',3
25197,b'pear_s_001143.png',4
25208,b'red_delicious_s_001345.png',4
25212,b'poppy_s_002315.png',2
25216,b'tulipa_clusiana_s_000182.png',2
25218,b'goldfish_s_001332.png',1
25223,b'shark_s_000866.png',1
25225,b'phone_s_000833.png',5
25226,b'tulip_s_002310.png',2
25234,b'mushroom_s_001733.png',4
25239,b'plate_s_003014.png',3
25248,b'navel_orange_s_000382.png',4
25249,b'mako_shark_s_001244.png',1
25252,b'computer_keyboard_s_001949.png',5
25258,b'telephone_s_001071.png',5
25265,b'sunflower_s_001009.png',2
25274,b'plate_iron_s_001433.png',3
25277,b'beer_can_s_001097.png',3
25278,b'stingray_s_000886.png',1
25284,b'computer_keyboard_s_001735.png',5
25286,b'rose_s_000723.png',2
25287,b'telephone_set_s_000705.png',5
25288,b'television_s_000796.png',5
25291,b'poppy_s_000280.png',2
25294,b'orchid_s_001178.png',2
25300,b'alarm_clock_s_000623.png',5
25304,b'alarm_clock_s_000212.png',5
25310,b'telephone_s_000216.png',5
25314,b'poppy_s_000735.png',2
25315,b'halibut_s_000518.png',1
25321,b'stingray_s_001096.png',1
25334,b'shark_s_000847.png',1
25340,b'beer_bottle_s_001734.png',3
25342,b'eating_apple_s_000073.png',4
25343,b'orchid_s_000830.png',2
25345,b'halibut_s_000537.png',1
25348,b'shark_s_001873.png',1
25354,b'morel_s_000437.png',4
25356,b'eagle_ray_s_000232.png',1
25364,b'rose_s_000531.png',2
25367,b'cichlid_s_002281.png',1
25369,b'flatfish_s_001232.png',1
25370,b'sweet_pepper_s_000141.png',4
25375,b'goldfish_s_002637.png',1
25379,b'clock_s_001774.png',5
25386,b'clavier_s_000543.png',5
25389,b'tulip_s_000554.png',2
25398,b'mushroom_s_001372.png',4
25404,b'beer_bottle_s_001553.png',3
25416,b'bell_pepper_s_001200.png',4
25417,b'poppy_s_002705.png',2
25419,b'citrus_aurantium_s_000811.png',4
25420,b'beer_bottle_s_000032.png',3
25426,b'bowl_s_000682.png',3
25427,b'golden_delicious_s_000034.png',4
25429,b'bartlett_pear_s_000019.png',4
25436,b'telephone_s_001207.png',5
25438,b'electric_lamp_s_000718.png',5
25447,b'lamp_s_001000.png',5
25450,b'poppy_s_002596.png',2
25454,b'tulip_s_000157.png',2
25456,b'valencia_orange_s_001553.png',4
25457,b'alarm_clock_s_000047.png',5
25460,b'tulip_s_000425.png',2
25461,b'orchid_s_001532.png',2
25463,b'guitarfish_s_000477.png',1
25467,b'computer_keyboard_s_002180.png',5
25471,b'beer_bottle_s_000930.png',3
25478,b'bell_pepper_s_001544.png',4
25480,b'tulip_s_001926.png',2
25482,b'poppy_s_002535.png',2
25492,b'electric_lamp_s_000568.png',5
25501,b'fish_bowl_s_000028.png',3
25515,b'navel_orange_s_000388.png',4
25516,b'bowl_s_000052.png',3
25518,b'valencia_orange_s_001722.png',4
25525,b'mountain_rose_s_000792.png',2
25529,b'tulip_s_000958.png',2
25534,b'orchid_s_001634.png',2
25537,b'computer_keyboard_s_001410.png',5
25541,b'coffee_can_s_000037.png',3
25554,b'orchid_s_001133.png',2
25555,b'fishbowl_s_000645.png',3
25557,b'sunflower_s_000648.png',2
25570,b'beer_bottle_s_001416.png',3
25577,b'mushroom_s_000516.png',4
25586,b'flatfish_s_000112.png',1
25589,b'rose_s_000124.png',2
25609,b'poppy_s_000312.png',2
25610,b'electric_lamp_s_000367.png',5
25615,b'sunflower_s_000117.png',2
25624,b'valencia_orange_s_001194.png',4
25626,b'tangerine_s_000214.png',4
25628,b'television_s_002338.png',5
25632,b'coffee_can_s_002015.png',3
25636,b'television_s_000030.png',5
25637,b'television_system_s_001570.png',5
25639,b'fishbowl_s_000005.png',3
25644,b'tulipa_clusiana_s_000011.png',2
25647,b'mako_s_000259.png',1
25651,b'navel_orange_s_000006.png',4
25658,b'plaice_s_001132.png',1
25660,b'poppy_s_002295.png',2
25661,b'telephone_set_s_000043.png',5
25663,b'bell_pepper_s_000306.png',4
25665,b'lady_tulip_s_000364.png',2
25674,b'mushroom_s_002135.png',4
25679,b'poppy_s_001851.png',2
25684,b'gray_sole_s_000355.png',1
25689,b'shark_s_001361.png',1
25691,b'cichlid_s_000196.png',1
25693,b'alarm_clock_s_001081.png',5
25695,b'tulip_s_000466.png',2
25701,b'mushroom_s_000122.png',4
25704,b'computer_keyboard_s_000891.png',5
25705,b'macoun_s_000525.png',4
25710,b'bartlett_pear_s_000095.png',4
25722,b'yellowtail_flounder_s_000094.png',1
25723,b'pear_s_000857.png',4
25724,b'sunflower_s_001361.png',2
25725,b'soda_bottle_s_000560.png',3
25731,b'halibut_s_000126.png',1
25740,b'trout_s_000513.png',1
25742,b'orchid_s_000056.png',2
25744,b'plate_s_002081.png',3
25757,b'trout_s_000039.png',1
25767,b'beer_can_s_001877.png',3
25768,b'mcintosh_s_000084.png',4
25770,b'winter_flounder_s_000323.png',1
25771,b'sunflower_s_001292.png',2
25777,b'chalice_s_001686.png',3
25787,b'tulip_s_002043.png',2
25793,b'etching_s_000260.png',3
25797,b'mako_shark_s_000165.png',1
25800,b'poppy_s_000731.png',2
25804,b'pear_s_000121.png',4
25811,b'lemon_sole_s_000299.png',1
25816,b'sand_dab_s_000429.png',1
25817,b'sunflower_s_001434.png',2
25824,b'tulip_s_001976.png',2
25828,b'rainbow_trout_s_000757.png',1
25829,b'morel_s_000548.png',4
25831,b'tulipa_clusiana_s_000141.png',2
25833,b'eagle_ray_s_000299.png',1
25844,b'guitarfish_s_000523.png',1
25845,b'bowl_s_000055.png',3
25849,b'chalice_s_000082.png',3
25856,b'mushroom_s_000968.png',4
25859,b'trout_s_000839.png',1
25868,b'rose_s_000663.png',2
25869,b'halibut_s_000668.png',1
25870,b'tin_can_s_001802.png',3
25884,b'trout_s_002019.png',1
25887,b'keyboard_s_001542.png',5
25888,b'mushroom_s_001359.png',4
25893,b'bosc_s_001210.png',4
25896,b'orchid_s_001839.png',2
25898,b'red_delicious_s_001203.png',4
25902,b'golden_delicious_s_000260.png',4
25914,b'butterfly_orchid_s_001391.png',2
25922,b'sunflower_s_002426.png',2
25924,b'rosebush_s_001894.png',2
25931,b'lamp_s_001940.png',5
25938,b'stingray_s_000374.png',1
25949,b'cichlid_fish_s_001322.png',1
